tipo,genero,studios,idiomas,episodios,duracion,emitido,estado,gustados,nombre
OVA,"Hentai,Romance,Yuri,Harem,maduras,tetonas,SinCensura",StudioProkion,Japonés,1,25min,Sep21de2012,Concluido,20,gogo-no-kouchou-junai-mellow-yori
OVA,"Hentai,Colegial,Harem,anal,incesto,tsundere",Seven,Japonés,2,20minperep,May25de2012aSep28de2012,Concluido,5,otome-dori
OVA,"tetonas,anal,Sobrenatural,Hentai,Fantasìa",Majin,Japonés,2,29minperep,May24de2012aJul26de2012,Concluido,119,kyonyuu-fantasy
OVA,"Hentai,tetonas,violacion",CollaborationWorks,Japonés,2,29minperep,Abr26de2012aAgo30de2012,Concluido,4,please-rape-me
OVA,"Hentai,Romance,Colegial,Harem,escolares,ahegao,tetonas,vanilla",Y.O.U.C,Japonés,2,27minperep,Abr20de2012aJul20de2012,Concluido,9,cele-kano
OVA,"Hentai,maduras,tetonas,SinCensura",T-Rex,Japonés,1,17min,Abr16de2012,Concluido,3,netorare-zuma
OVA,"Accion,Fantasìa,Hentai,orgias,virgenes,anal,maduras,ahegao,tetonas,violacion,bondage",Majin,Japonés,6,25minperep,Ene27de2012aDic28de2018,Concluido,14,kuroinu-kedakaki-seijo-wa-hakudaku-ni-somaru
OVA,"Hentai,Romance,Harem,tetonas,incesto,tsundere",RabbitGate,Japonés,2,14minperep,Dic30de2011aAbr6de2012,Concluido,27,nee-summer
OVA,"Hentai,orgias,maduras,tetonas,violacion",T-Rex,Japonés,1,16min,Dic16de2011,Concluido,240,love-bitch-yasashii-onna
OVA,"Hentai,Colegial,Harem,escolares,lolis,tsundere",AnimeAntennaIinkai,Japonés,2,28minperep,Dic9de2011aAbr20de2012,Concluido,12,imouto-paradise
OVA,"Hentai,Harem,orgias,virgenes,tetonas",T-Rex,Japonés,2,30minperep,Nov18de2011aMar23de2012,Concluido,10,aku-no-onna-kanbu
OVA,"Hentai,maduras,tetonas,incesto",Y.O.U.C,Japonés,2,27minperep,Oct21de2011aFeb17de2012,Concluido,11,tsuma-no-haha-sayuri
OVA,"Fantasìa,Hentai,Harem,bondage,tsundere",PoRO,Japonés,1,28min,Ago26de2011,Concluido,8,wizard-girl-ambitious
OVA,"Fantasìa,Hentai,Yuri,Sobrenatural,anal,lolis,monstruos",Seven,Japonés,1,24min,Ago26de2011,Concluido,18,buta-himesama
OVA,"Hentai,Romance,maduras,tetonas",Y.O.U.C,Japonés,2,27minperep,Ago19de2011aDic16de2011,Concluido,3,maid-ane
OVA,"Hentai,Harem,tetonas",OfficeTakeOut,Japonés,2,28minperep,May27de2011aAgo26de2011,Concluido,13,menkui
OVA,"Hentai,maduras,tetonas",Mouse,Japonés,1,16min,Mar11de2011,Concluido,9,otokonoko-ojousama
OVA,"Hentai,Romance,maduras,tetonas,tsundere",G-Lam,Japonés,1,22min,Dic22de2010,Concluido,8,aisai-nikki
OVA,"Hentai,maduras,tetonas,tsundere",StudioBoogieNights,Japonés,1,21min,Nov17de2010,Concluido,8,akina-to-onsen-de-h-shiyo
OVA,"Hentai,Romance,Yuri,tetonas,tsundere",,Japonés,3,15minperep,Oct15de2010aMar7de2014,Concluido,11,bust-to-bust-chichi-wa-chichi-ni
OVA,"Fantasìa,Hentai,anal,violacion,bondage,tentaculos,monstruos",Studio9Maiami,Japonés,3,29minperep,Jun10de2010aNov17de2011,Concluido,6,princess-knightcatue
OVA,"Hentai,virgenes,tetonas,tentaculos,monstruos",StudioEromatick,Japonés,1,31min,Abr22de2010,Concluido,6,seitokaichou-hikaru
OVA,"Hentai,maduras,tetonas",StudioTenCarat,Japonés,3,7minperep,Abr19de2010,Concluido,11,arbeit-shiyo
OVA,"Hentai,Harem,tetonas,incesto,lolis",StudioEromatick,Japonés,3,29minperep,Dic25de2009aMay20de2011,Concluido,13,kanojo-x-kanojo-x-kanojo-sanshimai-to-no-dokidoki-kyoudou-seikatsu
OVA,"Hentai,Colegial,escolares,tsundere",StudioBoogieNights,Japonés,6,19minperep,Dic20de2009aDic9de2011,Concluido,8,issho-ni-h-shiyo
OVA,"Hentai,Harem,virgenes,maduras,tetonas,SinCensura",Y.O.U.C,Japonés,2,28minperep,Sep10de2009aDic10de2009,Concluido,5,soukan-yuugi-2
OVA,"Fantasìa,Hentai,Harem,violacion,bondage,tentaculos,monstruos",AnimeAntennaIinkai,Japonés,4,29minperep,Jun26de2009aAgo27de2010,Concluido,14,makai-kishi-ingrid
OVA,"Hentai,Colegial,Harem,escolares,incesto,tsundere",StudioSoul,Japonés,2,29minperep,May25de2009aAgo25de2009,Concluido,7,kimihagu
OVA,"Hentai,Colegial,escolares,maduras,tetonas",Y.O.U.C,Japonés,2,26minperep,Oct10de2008aEne9de2009,Concluido,3,oppai-life
OVA,"Hentai,ShounenAi,Yaoi,lolis,gay",SugarBoy,Japonés,1,35min,Oct9de2008,Concluido,18,pico-x-coco-x-chico
OVA,"Hentai,Romance,Colegial,bondage",MaboroshiKoubou,Japonés,3,28minperep,May23de2008aOct31de2008,Concluido,12,stringendo-accelerando-ultimatum-sera
OVA,"Hentai,Romance,maduras,tetonas",OzInc.,Japonés,2,25minperep,Abr18de2008aJun20de2008,Concluido,16,aniyome-wa-ijippari
OVA,"Hentai,SinCensura",Schoolzone,Japonés,3,25minperep,Oct26de2007aOct15de2010,Concluido,14,yama-hime-no-mi
OVA,"Hentai,Yuri,Harem,virgenes,tetonas",FlavorsSoft,Japonés,2,29minperep,Oct25de2007aFeb25de2008,Concluido,32,oshiete-re-maid
OVA,"Hentai,Harem,orgias,anal,maduras,tetonas",StudioJam,Japonés,2,28minperep,Sep25de2007aNov25de2007,Concluido,4,shimaizuma-shimaizuma-3-the-animation
OVA,"Hentai,Romance,escolares,anal,maduras,ahegao,tetonas",Melissa,Japonés,2,26minperep,Ago25de2007aEne25de2008,Concluido,7,after-the-animation
OVA,"Hentai,Harem,maduras,tetonas,incesto,SinCensura",Y.O.U.C,Japonés,2,27minperep,Ago9de2007aNov8de2007,Concluido,6,soukan-yuugi
OVA,"Hentai,escolares,virgenes,tetonas",CafedeJeilhouse,Japonés,2,28minperep,May25de2007aJul27de2007,Concluido,20,hatsu-inu-the-animation
OVA,"Hentai,Harem,virgenes,maduras,tetonas",T-Rex,Japonés,2,26minperep,Abr25de2007aJun25de2007,Concluido,18,dokidoki-oyako-lesson-oshiete-h-na-obenkyou
OVA,"Hentai,ShounenAi,Yaoi,lolis,gay",SugarBoy,Japonés,1,36min,Abr19de2007,Concluido,24,pico-to-chico
OVA,"Accion,Hentai,Sobrenatural,anal,maduras,tetonas,violacion,tentaculos",AnimeAntennaIinkai,Japonés,4,28minperep,Feb24de2007aAgo23de2008,Concluido,7,taimanin-asagi
OVA,"Hentai,virgenes,tetonas,violacion",FlavorsSoft,Japonés,4,28minperep,Ene26de2007aFeb26de2010,Concluido,9,accelerando-datenshi-tachi-no-sasayaki
OVA,"gay,Yaoi,ShounenAi,Hentai",SugarBoy,Japonés,1,32min,Sep7de2006,Concluido,74,boku-no-pico
OVA,"Hentai,Yuri,Harem,anal,monstruos",AnimeAntennaIinkai,Japonés,4,26minperep,Ago26de2006aSep15de2007,Concluido,8,ane-haramix
OVA,"Hentai,tetonas,trio,cowgirl",HimajinPlanning,Japonés,2,28minperep,Jul27de2006aJun26de2008,Concluido,0,sora-no-iro-mizu-no-iro
OVA,"tetonas,maduras,Hentai,SinCensura",T-Rex,Japonés,2,29minperep,Feb25de2006aEne25de2007,Concluido,12,mrs-junkie
OVA,"Hentai,escolares,virgenes,tetonas,incesto",Studio9Maiami,Japonés,2,27minperep,Feb23de2006aJun22de2006,Concluido,108,cleavage
OVA,"Hentai,Colegial,Harem,virgenes,anal,tetonas,incesto,violacion",FlavorsSoft,Japonés,12,27minperep,Ene27de2006aAbr27de2012,Concluido,16,stringendo-angel-tachi-no-private-lesson
OVA,"Hentai,Romance,Harem,maduras,tetonas",Studio9Maiami,Japonés,5,28minperep,Nov25de2005aJul27de2007,Concluido,10,nee-chanto-shiyou-yo
OVA,"Hentai,Harem,maduras,tetonas,SinCensura",ShindebanFilm,Japonés,2,28minperep,Ago24de2005aEne24de2006,Concluido,7,boin
OVA,"violacion,tetonas,virgenes,Hentai,SinCensura",Y.O.U.C,Japonés,2,26minperep,Ago12de2005aNov11de2005,Concluido,12,daishikkin-helena
OVA,"Hentai,escolares,orgias,maduras,tetonas,violacion,bondage",HimajinPlanning,Japonés,1,27min,Ago5de2005,Concluido,4,rinkan-gakuen-yamete-okaasan-minaide
OVA,"Hentai,Harem,virgenes,anal,maduras,ahegao,tetonas,violacion,bondage,SinCensura",Shinkuukan,Japonés,2,26minperep,Abr28de2005aJun23de2005,Concluido,3,kuro-ai-hitoyozumakan-inkou-rannyuuroku
OVA,"Hentai,anal,tetonas,incesto,tsundere",Y.O.U.C,Japonés,2,29minperep,Abr8de2005aJul8de2005,Concluido,5,bakunyuu-shimai
OVA,"violacion,tetonas,maduras,anal,Hentai,Drama,SinCensura",Y.O.U.C,Japonés,2,28minperep,Feb11de2005aMay13de2005,Concluido,9,mamahaha
OVA,"Hentai,Colegial,anal,violacion,SinCensura",,Japonés,1,26min,Sep23de2004,Concluido,2,soukan-rensa
OVA,"violacion,maduras,anal,virgenes,Harem,Hentai,SinCensura",StudioSoul,Japonés,3,26minperep,Ago27de2004aDic24de2004,Concluido,6,kijoku-princess-double-kari
OVA,"tetonas,virgenes,Harem,Colegial,Hentai,SinCensura",Shinkuukan,Japonés,2,23minperep,Jul25de2004aEne25de2005,Concluido,14,yuuguu-settai-kotou-no-gokuraku-e-youkoso
OVA,"tetonas,Harem,Hentai,SinCensura",ImageHouse,Japonés,3,30minperep,Jun25de2004aJun25de2006,Concluido,12,akibakei-kanojo
OVA,"Hentai,maduras,tetonas,SinCensura",StudioJam,Japonés,2,28minperep,Jun24de2004aOct24de2004,Concluido,1,miboujin-numeriau-nikuyoku-to-midara-ni-nureru-mitsusubo
OVA,"Hentai,Colegial,violacion",Shinkuukan,Japonés,1,26min,May27de2004,Concluido,1,sinkan
OVA,"Aventura,Comedia,Hentai,anal,incesto,SinCensura",,Japonés,2,28minperep,May27de2004aJul22de2004,Concluido,2,youkou-no-ken
OVA,"Hentai,Romance,tetonas,SinCensura",Arms,Japonés,2,28minperep,Dic20de2003aMar24de2004,Concluido,4,nikutai-teni
OVA,"Drama,Hentai,Romance,orgias,tetonas,incesto,SinCensura",BigWing,Japonés,6,28minperep,Nov25de2003aNov25de2005,Concluido,41,taboo-charming-mother
OVA,"Accion,Comedia,Hentai,tetonas,SinCensura",APPP,Japonés,1,27min,Oct25de2003,Concluido,12,sexy-sailor-soldiers
OVA,"violacion,incesto,anal,escolares,Harem,Yuri,Colegial,Hentai,SinCensura",Studio9Maiami,Japonés,6,26minperep,Abr11de2003aDic17de2004,Concluido,11,discipline
OVA,"Hentai,Yuri,maduras,tetonas,violacion,SinCensura",DreamEntertainment,Japonés,2,27minperep,Mar24de2003aJul24de2003,Concluido,6,private-emotion
OVA,"Hentai,Yuri,Harem,orgias,tetonas,SinCensura",StudioG-1Neo,Japonés,3,28minperep,Dic23de2002aSep24de2003,Concluido,7,viper-gts
OVA,"Drama,Hentai,Sci-Fi,Yuri,anal,tetonas,violacion,SinCensura",,Japonés,3,30minperep,Nov20de2002aDic25de2002,Concluido,1,stratosphera-no-yousei
OVA,"Comedia,Hentai,Yuri,virgenes,anal,violacion,bondage,SinCensura",AT-2,Japonés,3,31minperep,Oct24de2002aMay29de2003,Concluido,7,seijun-kango-gakuin
OVA,"Hentai,escolares,violacion,SinCensura",Shinjukuza,Japonés,1,25min,Ago18de2002,Concluido,5,karen
OVA,"Hentai,Yuri,Harem,escolares,bondage,SinCensura",StudioJam,Japonés,5,28minperep,May25de2002aSep25de2004,Concluido,12,kojin-taxi
OVA,"Hentai,Harem,anal,tetonas,violacion,bondage,lolis",Y.O.U.C,Japonés,2,30minperep,Abr5de2002aJul5de2002,Concluido,17,little-monica-monogatari
OVA,"Hentai,Romance,Yuri,tetonas,violacion,bondage",Imagin,Japonés,5,29minperep,Dic8de2001aJul23de2004,Concluido,9,kao-no-nai-tsuki
OVA,"Drama,Hentai,maduras,tetonas,trio",Y.O.U.C,Japonés,2,29minperep,Oct5de2001aEne11de2002,Concluido,13,gibo
OVA,"Hentai,tetonas,trio",ShindebanFilm,Japonés,3,29minperep,Sep21de2001aAbr25de2002,Concluido,6,waver
OVA,"Hentai,Harem,monstruos,SinCensura",AT-2,Japonés,3,29minperep,Sep6de2001aMar28de2002,Concluido,2,guren
OVA,"Hentai,escolares,tetonas,violacion",StudioJam,Japonés,6,28minperep,Jul20de2001aJun24de2003,Concluido,164,bible-black
OVA,"Comedia,Hentai,SinCensura",Meltdown,Japonés,1,34min,Jul22de1999,Concluido,11,my-life-as
OVA,"Accion,Comedia,Fantasìa,Hentai,Terror,Sobrenatural,tetonas",AIC,Japonés,6,15minperep,Jun15de1995aNov22de1995,Concluido,4,yuuwaku-countdown
